area,name,lat,lng,type,rating,user_ratings_total,vicinity
Embakasi,Mihango,-1.2770102,36.9699895,mall,,,Mihango
Embakasi,Shikanga_Nbi,-1.3062221,36.9081869,mall,3.8,16.0,"MWV5+G77, Nairobi"
Embakasi,Aviators Business Park Tassia,-1.3078274,36.9035321,mall,3.8,206.0,"MWR3+VC7, Nyayo estate Gate B, bus stage, Fedha Road, Nairobi"
Embakasi,M-Pesa Generations Insight,-1.3072985,36.9084173,mall,,,"Nyayo Estate, Embakasi Village"
Embakasi,M-Pesa Apua Associate Ltd,-1.3072985,36.9084173,mall,1.0,1.0,Opposite Nyayo Estate Embakasi Village Nairobi KE
Embakasi,Xzylent Media Kenya,-1.3072977,36.9084478,mall,4.3,3.0,"Gate B, Fedha Road, Nairobi"
Embakasi,ZICNET GROUP LLC,-1.3020982,36.9103509,mall,5.0,9.0,Nairobi
Embakasi,Eds Design Collections,-1.3061039,36.8995169,mall,4.0,2.0,"MVVX+HR2, Nairobi"
Embakasi,Better Homes Services,-1.3087431,36.9084459,mall,,,"City Center, Nairobi City"
Embakasi,AMORE STORE KENYA,-1.3085209,36.90900300000001,mall,4.3,73.0,"Embakasi Road, Nairobi"
Embakasi,Eagles Furnished Apartments,-1.308534,36.909156,mall,4.8,4.0,"MWR5+HMJ, Nairobi"
Embakasi,Co-op Kwa Jirani Isabell Karungari Wanjohi,-1.3081771,36.9097891,mall,5.0,1.0,"Embakasi (Outlet 2), Nairobi"
Embakasi,Seasons Airport Hotel,-1.3083535,36.9099865,mall,3.9,425.0,"Old, 00100 Airport North Road, Nairobi"
Embakasi,Glorious Light House,-1.3032373,36.9144326,mall,,,"MWW7+PQ3, Nairobi"
Embakasi,Mambo Car Hire Ltd,-1.2973965,36.90964,mall,4.9,19.0,Nairobi
Embakasi,Viv's Cake Hut,-1.308818,36.91,mall,,,"Room 1, Block D, Ground Floor, Seasons Shopping Centre, Nyayo Estate Road, Nairobi"
Embakasi,M-Pesa Greatphones,-1.3011381,36.91228479999999,mall,4.8,4.0,Embakasi
Embakasi,PesaPoint POS Wabcom Technologies - Embakasi,-1.3037826,36.91250839999999,mall,,,"Tuskys, Embakasi, Nairobi"
Embakasi,Kikwetu Productions,-1.2963532,36.9095561,mall,4.1,18.0,"PW35+FR3, Nairobi"
Embakasi,Jemme & Rkay Beauty Inc.,-1.2924729,36.90012040000001,mall,4.0,1.0,"PW52+229, Nairobi"
Embakasi,Tumaini guest house (tassia Embakasi),-1.3005157,36.9127299,mall,4.1,64.0,"Tassia near baraka 15723, Nairobi"
Embakasi,Parklands Baptist Church Eastgate,-1.3078653,36.9120057,mall,4.5,108.0,"MWR6+VR2, Nairobi"
Embakasi,G-Craft Auto Garage,-1.3080453,36.9118956,mall,5.0,8.0,"MWR6+QQJ, Nairobi"
Embakasi,Cornelius Softwares,-1.3083998,36.9116934,mall,,,"MWR6+JMW, Embakasi Road, Nairobi"
Embakasi,M K Stage Fashions,-1.3068359,36.9142127,mall,,,"MWV7+7M8, Mbakasi Constituency,Dadora Matatu Terminus, Opposite Jamia Mosque, Nairobi, Nairobi City"
Embakasi,Shycole Fruit Corner,-1.3044172,36.91362259999999,mall,,,"MWW7+6CQ, Nairobi"
Embakasi,Tassia Faith Academy,-1.31027,36.8988871,mall,3.7,3.0,Nairobi
Embakasi,East African School Of Aviation,-1.3148379,36.9038668,mall,4.5,471.0,"Fedha Road, Nairobi"
Embakasi,NAIROBI,-1.30855,36.9120988,mall,4.4,26.0,"MWR6+HRQ, Embakasi Road, Nairobi"
Embakasi,wanandege sacco bank,-1.3097949,36.9123043,mall,4.4,12.0,"MWR6+3WM, Nairobi"
Embakasi,Tree House Media,-1.3118505,36.9082749,mall,1.0,1.0,"MWQ5+782, Embakasi Road, Nairobi"
Embakasi,colorado studio enterprise,-1.3087186,36.9123468,mall,4.5,13.0,"Airport North Road, Nairobi"
Embakasi,Lighthouse Chapel International Embakasi East,-1.308233,36.91287829999999,mall,5.0,3.0,"MWR7+P52, Embakasi Social Hall, Near Embakasi Police Station, Nairobi"
Embakasi,Detox International Laboratories,-1.3094811,36.9121913,mall,,,"MWR6+6V4, Embakasi Road, Nairobi"
Embakasi,Phoenix Equipment Limited,-1.3102649,36.89777549999999,mall,5.0,3.0,"Solidarity Street, Off Fedha Road, Nairobi"
Embakasi,"AAR Healthcare, Embakasi Outpatient Centre",-1.3094928,36.9123717,mall,3.2,30.0,"Embakasi Wanandege Sacco Building, Nairobi"
Embakasi,Tight Budget Group,-1.309681,36.9122949,mall,4.0,1.0,"wanandege plaza, embakasi, Nairobi City"
Embakasi,Aerie Gentleman Fashion,-1.309806,36.912229,mall,5.0,1.0,"MWR6+3VH, Nairobi"
Embakasi,Wex Media Ltd,-1.2947142,36.89878629999999,mall,4.2,15.0,"Oyster Village, Office Block, 1st, Nairobi"
Embakasi,Bridal Reflection,-1.2927687,36.9028777,mall,4.2,5.0,"75563-00200, Nairobi Kapiti Road, Nairobi City"
Embakasi,Co-op Kwa Jirani Vicons Kenya Limited,-1.3056,36.9147,mall,,,"14 Mubiru Road, Nairobi"
