access_code,status_code,geocode_status,latitude,longitude,state,ev_level2_evse_num,ev_network,ev_workplace_charging,con_CHADEMO,con_J1772,con_J1772COMBO,con_NEMA520,con_NEMA515,con_TESLA,con_NEMA1450,access_days,access_hours,weekday_access,weekend_access,daily_access,total_weekly_hours,availability_class,is_24_7,primary_use_case,avg_distance_km,area_type,log_avg_distance_km,connector_count,connector_diversity
public,E,GPS,38.449986,-122.668994,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,3.182294403499495,Rural,1.4308599963046975,1,0.14285714285714285
public,E,GPS,33.846247,-118.194201,CA,2.0,ChargePoint Network,0.0,True,False,True,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,1.044289593754265,Rural,0.7150503422247225,2,0.2857142857142857
public,E,GPS,36.651921,-121.789554,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.8427710174528368,Rural,0.6112704265046973,1,0.14285714285714285
public,E,GPS,36.652499,-121.790988,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.8932877882753502,Rural,0.638314888287241,1,0.14285714285714285
public,E,GPS,34.052952,-118.253931,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.054708776618618116,Urban,0.053264687701873877,1,0.14285714285714285
public,E,GPS,32.8737,-117.237213,CA,2.0,ChargePoint Network,0.0,True,False,True,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.09154073608595703,Urban,0.08759021750792219,2,0.2857142857142857
public,E,GPS,36.812897,-119.700714,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.007380959960326489,Urban,0.0073538539724487696,1,0.14285714285714285
public,E,GPS,36.809834,-119.70876,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.5824491368500316,Urban,0.45897373350862236,1,0.14285714285714285
public,E,GPS,33.950481,-117.44638,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,2.0746546997810773,Rural,1.1231926021990566,1,0.14285714285714285
public,T,GPS,34.174618,-118.86044,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.936856828968509,Rural,0.6610664678926392,1,0.14285714285714285
public,E,GPS,34.18545,-118.88356,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.1611867237744783,Urban,0.14944251990841947,1,0.14285714285714285
public,E,GPS,34.199516,-118.85433,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,1.7790430823072465,Rural,1.022106653449572,1,0.14285714285714285
public,E,GPS,34.1747,-118.84969,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.6101972478663142,Rural,0.4763566856947993,1,0.14285714285714285
public,T,GPS,34.067274,-117.719057,CA,2.0,ChargePoint Network,0.0,False,False,True,False,False,True,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,1.9203799800763008,Rural,1.0717137379771118,2,0.2857142857142857
public,E,GPS,34.170932,-118.533861,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.008498715267698177,Urban,0.008462804507201164,1,0.14285714285714285
public,E,GPS,34.170944,-118.533589,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.011263805324228111,Urban,0.011200841039509368,1,0.14285714285714285
public,E,GPS,34.170867,-118.533839,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.006484401871294591,Urban,0.006463468581989457,1,0.14285714285714285
public,E,GPS,34.170765,-118.53386,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.014872067189314109,Urban,0.014762562371752153,1,0.14285714285714285
public,E,GPS,37.83803,-122.29375,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.2614809949526945,Urban,0.23228642354965584,1,0.14285714285714285
public,E,GPS,37.486248,-122.20276,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.043157603414724896,Urban,0.0422522704659262,1,0.14285714285714285
public,T,GPS,37.968613,-122.336764,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.012401929894010311,Urban,0.012325655943445602,1,0.14285714285714285
public,T,GPS,33.634935,-117.175217,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,2.918332527722705,Rural,1.3656661877235714,1,0.14285714285714285
public,E,GPS,37.806522,-122.41977,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.09863480268092821,Urban,0.09406832054433374,1,0.14285714285714285
public,E,GPS,33.652588,-117.742486,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.06929517962819512,Urban,0.06699972080079561,1,0.14285714285714285
public,E,GPS,37.60706,-122.49713,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,1.3327085244586878,Rural,0.8470300492970237,1,0.14285714285714285
public,E,GPS,32.772206,-117.077264,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.18228080397807922,Urban,0.16744545758670448,1,0.14285714285714285
public,E,GPS,37.549362,-122.30673,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.22485202324271567,Urban,0.2028200393472173,1,0.14285714285714285
public,E,GPS,37.639053,-120.758999,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,13.88638205994115,Rural,2.700446839330592,1,0.14285714285714285
public,E,GPS,38.480099,-122.736375,CA,2.0,ChargePoint Network,0.0,True,False,True,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.8597904336264875,Rural,0.6204638112840719,2,0.2857142857142857
public,E,GPS,32.844994,-116.996191,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.9447371243441788,Rural,0.6651268133573781,1,0.14285714285714285
public,E,GPS,34.033263,-118.480151,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.08953799016785931,Urban,0.08575374415474338,1,0.14285714285714285
public,E,GPS,37.978409,-122.033215,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.2939272141525387,Urban,0.2576819457737679,1,0.14285714285714285
public,E,GPS,37.977415,-122.036184,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.4486947861476474,Urban,0.3706630035720714,1,0.14285714285714285
public,E,GPS,33.648863,-117.827883,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.008877153759522718,Urban,0.008837983473177479,1,0.14285714285714285
public,E,GPS,34.17488,-119.23132,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,3.9900667650943,Rural,1.6074492894523358,1,0.14285714285714285
public,E,GPS,33.450855,-117.607521,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.6388339615076493,Rural,0.49398498987568706,1,0.14285714285714285
public,E,GPS,33.840288,-117.958588,CA,2.0,ChargePoint Network,0.0,True,False,True,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.901963437725883,Rural,0.642886740871074,2,0.2857142857142857
public,E,GPS,38.051955,-122.152939,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.9975730250410692,Rural,0.6919329562083648,1,0.14285714285714285
public,E,GPS,37.486013,-122.146288,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.031103976177163196,Urban,0.03063004978218044,1,0.14285714285714285
public,E,GPS,37.338661,-121.901342,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.09038017953249797,Urban,0.0865264239903867,1,0.14285714285714285
public,E,GPS,37.337713,-121.900331,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.00816468213973864,Urban,0.00813153144354191,1,0.14285714285714285
public,E,GPS,33.614733,-117.877152,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.31689363063635634,Urban,0.27527565308809093,1,0.14285714285714285
public,E,GPS,33.61477,-117.877205,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.31624591126923346,Urban,0.2747836781130628,1,0.14285714285714285
public,E,GPS,33.673835,-117.844601,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.09570174521359742,Urban,0.09139502121209597,1,0.14285714285714285
public,E,GPS,37.768535,-122.386626,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.028918849346919517,Urban,0.028508590133578836,1,0.14285714285714285
public,E,GPS,38.455778,-121.840948,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,2.396064878681911,Rural,1.2226173727076943,1,0.14285714285714285
public,E,GPS,34.941285,-120.420412,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.41232675169555827,Urban,0.34523852284902146,1,0.14285714285714285
public,E,GPS,34.04896,-118.254616,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.14790431538142942,Urban,0.13793794545277588,1,0.14285714285714285
public,E,GPS,33.132179,-117.157041,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.1846874393364283,Urban,0.16947897552212432,1,0.14285714285714285
public,E,GPS,33.132197,-117.157046,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.18396958764099422,Urban,0.1688728500178949,1,0.14285714285714285
public,E,GPS,33.677493,-117.847567,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.07059036251262846,Urban,0.06821023698690484,1,0.14285714285714285
public,E,GPS,36.999132,-122.06326,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.014707048325393029,Urban,0.014599948494792875,1,0.14285714285714285
public,T,GPS,33.762708,-118.165095,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.26056595875299593,Urban,0.23156079372860572,1,0.14285714285714285
public,E,GPS,33.62157,-117.907265,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,1.6750875579695186,Rural,0.9839821117635131,1,0.14285714285714285
public,E,GPS,33.678238,-117.877027,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.7275608554411226,Rural,0.5467105035015151,1,0.14285714285714285
public,E,GPS,33.114513,-117.28223,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,1.1862636324551183,Rural,0.7821939828738838,1,0.14285714285714285
public,E,GPS,37.784401,-122.399612,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.04417398252030667,Urban,0.04322612549955639,1,0.14285714285714285
public,E,GPS,37.754872,-122.405106,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.5767346969976378,Urban,0.45535606110633664,1,0.14285714285714285
public,E,GPS,34.16584,-118.227959,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.14625678151844135,Urban,0.13650166083576182,1,0.14285714285714285
public,E,GPS,38.665786,-121.39085,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.8853591391070473,Rural,0.6341183274776677,1,0.14285714285714285
public,E,GPS,33.775347,-117.937303,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,1.2034611716405057,Rural,0.7900293839240935,1,0.14285714285714285
public,E,GPS,37.436647,-121.920181,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.09606964531229874,Urban,0.09173073149989955,1,0.14285714285714285
public,E,GPS,33.679054,-116.176885,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,3.793954609600656,Rural,1.567355667798962,1,0.14285714285714285
public,E,GPS,37.420508,-121.962907,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.26121210294989855,Urban,0.2320732450191102,1,0.14285714285714285
public,E,GPS,37.420553,-121.962861,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.2627803361463896,Urban,0.23331590595105725,1,0.14285714285714285
public,E,GPS,34.0414,-118.049831,CA,2.0,ChargePoint Network,0.0,True,False,True,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,1.658244128212892,Rural,0.9776658026546381,2,0.2857142857142857
public,E,GPS,37.950535,-122.5491,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.019417733595599052,Urban,0.019231614883538486,1,0.14285714285714285
public,E,GPS,37.950882,-122.54909,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.011693601257832292,Urban,0.011625759467028011,1,0.14285714285714285
public,E,GPS,37.950966,-122.54926,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.01405976155797108,Urban,0.013961839880010457,1,0.14285714285714285
public,E,GPS,37.40101,-122.129312,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.3206306796792892,Urban,0.2781094101299358,1,0.14285714285714285
public,E,GPS,37.706357,-121.900184,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.1308089796410903,Urban,0.12293328776888383,1,0.14285714285714285
public,E,GPS,33.610613,-117.731237,CA,2.0,ChargePoint Network,0.0,True,False,True,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.03674819201833211,Urban,0.03608907624925419,2,0.2857142857142857
public,E,GPS,38.559555,-121.41997,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.602099249828213,Rural,0.4713148004276237,1,0.14285714285714285
public,E,GPS,38.605907,-121.44319,CA,2.0,ChargePoint Network,0.0,False,False,True,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.8635690460182213,Rural,0.6224934910448302,1,0.14285714285714285
public,E,GPS,34.094055,-117.720085,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.14596064611674758,Urban,0.13624327749064707,1,0.14285714285714285
public,E,GPS,33.652122,-117.708042,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.06132958139718083,Urban,0.059522444192056774,1,0.14285714285714285
public,E,GPS,34.084,-118.31647,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.2693088642480747,Urban,0.23847255095971587,1,0.14285714285714285
public,E,GPS,35.831372,-120.758418,CA,2.0,ChargePoint Network,0.0,True,False,True,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,13.94684653557936,Rural,2.704500343512015,2,0.2857142857142857
public,E,GPS,36.603664,-121.895834,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.19284544480628044,Urban,0.17634158301013836,1,0.14285714285714285
public,E,GPS,34.129498,-118.028843,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.6136605440734096,Rural,0.47850522807035717,1,0.14285714285714285
public,E,GPS,34.129599,-118.028591,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.6096160085389893,Rural,0.4759956465367162,1,0.14285714285714285
public,E,GPS,33.828739,-118.185413,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,1.6976145910765896,Rural,0.9923678977211321,1,0.14285714285714285
public,E,GPS,36.63669,-121.802108,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,1.6249609137014054,Rural,0.9650660059142174,1,0.14285714285714285
public,E,GPS,36.764429,-119.720226,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.04466675981341026,Urban,0.043697944429796715,1,0.14285714285714285
public,T,GPS,34.596462,-120.136396,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,1.7515405809853566,Rural,1.0121609660861306,1,0.14285714285714285
public,E,GPS,37.691187,-121.889767,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.6305255007378054,Rural,0.48890235595186354,1,0.14285714285714285
public,E,GPS,37.387928,-121.959724,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.31983958330055706,Urban,0.2775102014105695,1,0.14285714285714285
public,E,GPS,39.085168,-120.955382,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,3.5041439130021095,Rural,1.5049978425920485,1,0.14285714285714285
public,E,GPS,37.982145,-122.032517,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.18370991111778778,Urban,0.16865349894070414,1,0.14285714285714285
public,E,GPS,37.388447,-121.96021,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.27917423327246305,Urban,0.24621473948957112,1,0.14285714285714285
public,E,GPS,33.851517,-117.85781,CA,2.0,ChargePoint Network,0.0,True,False,True,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.9079544802930538,Rural,0.6460317154527493,2,0.2857142857142857
public,E,GPS,37.983953,-122.03247,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.2028723991982655,Urban,0.18471236253747375,1,0.14285714285714285
public,E,GPS,38.747383,-121.285107,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.25053564130795547,Urban,0.2235719725750786,1,0.14285714285714285
public,E,GPS,34.595939,-120.143248,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,2.0426741659529806,Rural,1.1127367885971005,1,0.14285714285714285
public,E,GPS,34.595312,-120.137981,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,1.7671300388289777,Rural,1.017810696024666,1,0.14285714285714285
public,E,GPS,37.778305,-122.393055,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.10159822787265065,Urban,0.09676205974605645,1,0.14285714285714285
public,E,GPS,34.151086,-117.218362,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.5932930530662064,Rural,0.46580297701331674,1,0.14285714285714285
public,E,GPS,34.083843,-117.575075,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.47530243346617473,Urban,0.3888630084121141,1,0.14285714285714285
public,E,GPS,33.698779,-117.74061,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.04310306729545329,Urban,0.04219998925289306,1,0.14285714285714285
public,T,GPS,37.388775,-121.95957,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.3003299792561195,Urban,0.26261806245507197,1,0.14285714285714285
public,E,GPS,39.234608,-121.05276,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.34677998911355823,Urban,0.2977165500963586,1,0.14285714285714285
public,E,GPS,32.711883,-117.154324,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.03965871466630618,Urban,0.03889250032263683,1,0.14285714285714285
public,E,GPS,33.62198,-117.931564,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.3611583749144159,Urban,0.30833608347855546,1,0.14285714285714285
public,E,GPS,37.832126,-121.286684,CA,2.0,ChargePoint Network,0.0,False,False,True,False,False,False,False,monday,8.0,True,False,False,8.0,Low,0,Commuter,3.6993878755641263,Rural,1.547432260992471,1,0.14285714285714285
public,E,GPS,33.923536,-117.412225,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.7746762864476779,Rural,0.5736180324629554,1,0.14285714285714285
public,T,GPS,33.97644,-118.458401,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.44158846667308166,Urban,0.3657456074744239,1,0.14285714285714285
public,E,GPS,33.608886,-117.872048,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.04551391364131372,Urban,0.044508547919772,1,0.14285714285714285
public,E,GPS,33.687574,-117.855872,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.16105454339014322,Urban,0.14932868127645063,1,0.14285714285714285
public,E,GPS,33.654036,-117.778109,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.1253848289550153,Urban,0.11812504734595317,1,0.14285714285714285
public,E,GPS,34.496222,-118.626024,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,2.1875933821858413,Rural,1.1592662064274428,1,0.14285714285714285
public,E,GPS,34.091754,-117.881211,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.8243744480116006,Rural,0.601237160063182,1,0.14285714285714285
public,E,GPS,33.796784,-118.169225,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.6190346775350974,Rural,0.4818300935736462,1,0.14285714285714285
public,E,GPS,34.699745,-118.14541,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.043306232861614835,Urban,0.04239474065357786,1,0.14285714285714285
public,T,GPS,33.804253,-117.889854,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.45290718800544416,Urban,0.37356650643335104,1,0.14285714285714285
public,E,GPS,34.084215,-117.574236,CA,1.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.5059663792576973,Urban,0.4094348045984243,1,0.14285714285714285
public,E,GPS,37.868772,-122.266758,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.23819266561473046,Urban,0.2136527886601002,1,0.14285714285714285
public,E,GPS,37.867365,-122.259492,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.262524550697434,Urban,0.2331133280752824,1,0.14285714285714285
public,E,GPS,33.836274,-118.352535,CA,2.0,ChargePoint Network,0.0,False,True,False,False,False,False,False,daily,24.0,True,True,True,168.0,24/7,1,Travel Corridor,0.09205683564336753,Urban,0.08806292326076108,1,0.14285714285714285
